x,y
0,64.55368285322807
1,56.94429890174999
2,47.674724763131216
3,50.664580856413
4,77.16217621993323
5,66.27320106703334
6,59.518271752325326
7,73.48235499810245
8,58.20273189869075
9,75.86997036113902
10,98.44270000780212
11,109.94079935780569
12,113.05298255360731
13,124.45183215506346
14,131.6172821345698
15,145.432858684263
16,165.54700060267436
17,179.70553971828699
18,197.2496269385919
19,196.51011018275815
20,186.26536068607743
21,196.1036071325053
22,210.29412597684475
23,197.97999101250454
24,213.35164814438235
25,229.33334651068515
26,234.94568428608025
27,235.45921330220517
28,242.29807270210375
29,261.4315265896034
30,260.2265721557932
31,265.97535956995625
32,265.01331819498245
33,273.9455706633416
34,278.8036332210622
35,280.0308803961556
36,279.3038382853302
37,290.75724260351257
38,300.56611857651245
39,310.94199747032536
40,316.1191041773922
41,322.31939455933866
42,323.5900523161853
43,328.4261277676905
44,339.9040412072142
45,346.02926264022216
46,351.27211613080925
47,360.9276227521
48,359.74174217379846
49,363.96330930566296
50,372.10887455278447
51,355.0835643647776
52,359.9598457607172
53,369.1311240524855
54,374.5882557161247
55,380.5560667349315
56,379.3636838075379
57,387.8472819951479
58,396.1426383483354
59,400.5048829046944
60,403.6678091484767
61,408.56043418926913
62,413.06509018529863
63,395.76920348259716
64,390.6399168512033
65,396.694045971804
66,388.217015096255
67,393.18748892455983
68,401.06796198622226
69,411.1510691148845
70,411.23744625810053
71,415.5404546006448
72,420.638647574703
73,429.4224971535308
74,435.766352258491
75,440.5206769548044
76,447.3256488430319
77,445.18879985366686
78,446.7780421070908
79,443.05432880085834
80,452.1350839315992
81,429.2225237352776
82,423.68588332118975
83,427.24274823163796
84,424.42016965447215
85,424.02509396526517
86,418.3514328216736
87,420.7133579778394
88,421.9493443245396
89,414.27806922657993
90,417.50038306562135
91,423.7270555883149
92,421.4006180272478
93,415.5039422359908
94,418.00939506699154
95,431.1628450564253
96,427.18212147038395
97,430.2848803797975
98,432.04039791361174
99,437.7635079061932
100,439.97742726407097
101,439.34199324192383
102,445.8271980777438
103,446.07219324292805
104,445.55256910983786
105,441.09478688995597
106,443.7656823642513
107,444.51499444675824
108,446.71388848059684
109,438.3997779991333
110,439.2427138127047
111,437.86523221531496
112,452.0263285921529
113,452.1247663862384
114,457.9976863105827
115,448.7615214113674
116,447.99604807350534
117,450.78870602264783
118,449.6084287489843
119,457.56938263856307
120,461.03069336574225
121,464.6723335375958
122,470.0345634305278
123,475.2515932490133
124,473.2145746479904
125,474.8477803005771
126,477.0469363291609
127,482.0259379284428
128,486.42013113313556
129,485.94932298801837
130,488.3984423802987
131,482.15714923164415
132,487.99376300129336
133,493.49780752756163
134,496.1363857374131
135,488.1078741261112
136,496.4265785844599
137,498.42240998070463
138,511.2526131635713
139,516.2933270976818
140,526.5987374935951
141,530.8516840000276
142,539.6043890284584
143,541.0323459482312
144,540.7447251514894
145,549.4411155327555
146,563.8931370654227
147,559.4307209985294
148,561.9068702064552
149,550.341159312635
150,555.3905831914701
151,562.9317147003538
152,565.9865247353617
153,572.0502260694923
154,581.4346273804223
155,592.4487822342899
156,594.1859834544848
157,604.7193655046448
158,604.0423186942973
159,613.8685062581342
160,617.114104498907
161,616.5885329142909
162,619.1092895655441
163,629.8274665023889
164,628.634128777102
165,631.0983987394872
166,633.2462953770311
167,634.4399967807018
168,646.205596478697
169,647.5388032782251
170,647.8545875371775
171,656.9854839668055
172,658.1256227794529
173,657.7197718929575
174,675.3636561425551
175,675.8706002486076
176,664.298352868003
177,679.6792627744875
178,678.4938693063546
179,685.0978385332868
180,691.9220834905286
181,715.7627709732345
182,720.8957910859627
183,736.254383895028
184,736.6244562092287
185,746.4666970362168
186,739.3991439456055
187,740.6831559183959
188,746.1477497121056
189,755.2425445191392
190,754.5547205590459
191,762.3846651037047
192,760.1244531739382
193,770.5948305131578
194,782.7737096343667
195,781.4685933395109
196,788.5662753408103
197,799.4945529483964
198,816.6267471739935
199,829.2736834654866
200,826.8717591105075
201,823.8492220690717
202,829.1951981193534
203,841.7043412711034
204,855.4974468982365
205,865.0802969239628
206,872.9063603397616
207,868.7664386468538
208,886.7600288207859
209,872.6224606830767
210,879.1384011438822
211,869.8534575971219
212,879.5505314797699
213,894.6918809735016
214,891.5948671483444
215,876.7499808242989
216,890.6086183947964
217,897.7129301405168
218,914.0915887382379
219,913.799878508343
220,918.6335492418067
221,936.7190358713699
222,925.3158375110003
223,931.4447465016832
224,942.0624742163042
225,959.0774232050853
226,962.0933363199025
227,958.5250795131612
228,970.4057028160547
229,967.437918263132
230,966.7894895428475
231,968.6083775105274
232,958.9882051246882
233,978.9062558993586
234,976.5210329739858
235,986.0035674637734
236,975.4629619232707
237,981.5834074152392
238,968.2686732914362
239,971.5428230317333
240,965.5274626013293
241,979.4297759917755
242,968.6405262092712
243,962.7351779136251
244,968.9803755690523
245,988.3170325034432
246,992.2890867392301
247,993.4401070970482
248,1016.059107717244
249,1035.7753445712192
250,1037.0024784443115
251,1023.5489295080982
252,1038.6407258551587
253,1048.5635759876964
254,1066.609816315803
255,1077.244381253372
256,1074.5183767582905
257,1092.5667087125328
258,1091.336228804121
259,1089.9972120132459
260,1092.5146344936554
261,1090.4506543910268
262,1099.8753294720207
263,1098.948584246933
264,1097.7595362384648
265,1112.1174313567494
266,1123.9472425586232
267,1121.376349560786
268,1137.842730925255
269,1126.0444872542319
270,1138.7362591387032
271,1144.7199616167766
272,1151.7993979107216
273,1164.8626205495034
274,1185.9655591726614
275,1205.1813870532696
276,1202.288540948115
277,1200.4818987126782
278,1216.722944478339
279,1230.5076111267824
280,1239.3421686933755
281,1260.9130700713554
282,1273.0903868130272
283,1295.6601783344368
284,1293.134244622421
285,1297.3034472174663
286,1314.003064652643
287,1322.064635935876
288,1326.4932166879262
289,1344.278086162322
290,1359.030219337297
291,1377.8933316344762
292,1391.3290371832031
293,1402.2081792489487
294,1409.0850328115384
295,1415.5256905352678
296,1424.052675574878
297,1440.45036357372
298,1432.191297333602
299,1428.8011161236639
300,1441.75413475781
301,1457.2192109986406
302,1457.2117412393968
303,1453.5423621338018
304,1467.1937133992856
305,1482.0426589887363
306,1480.2082169050716
307,1504.0415995167946
308,1517.7595323498335
309,1507.6239223130742
310,1521.077506620847
311,1513.9000741548466
312,1538.7920656598562
313,1553.5563239971082
314,1562.8339078145755
315,1554.6056030046575
316,1564.1394884274528
317,1574.5536605502975
318,1561.1131634991352
319,1579.31221269919
320,1568.845497728612
321,1587.7769503825168
322,1584.5109423143488
323,1582.3504975218777
324,1601.2950933396987
325,1619.6553433482932
326,1642.5736336744367
327,1632.518002475773
328,1656.3665422567165
329,1660.7115545501604
330,1676.1426152212923
331,1693.4610406029246
332,1691.6292752011038
333,1706.161819315132
334,1721.8825882777096
335,1718.200098082113
336,1740.4928320568679
337,1737.6967905774452
338,1755.1296018050214
339,1753.020975577299
340,1774.7170510226304
341,1791.8873903579708
342,1812.9154787266693
343,1819.4897871132023
344,1828.8633970204605
345,1847.413142197504
346,1844.0438701494688
347,1863.6508793441762
348,1882.0961689844762
349,1895.1562985386936
350,1911.835451675746
351,1926.5166339043244
352,1950.6286673639327
353,1967.1776149975185
354,1963.7853480437075
355,1960.9344357766126
356,1976.2336609716301
357,1972.0402820360878
358,1994.8998495317499
359,2012.8212477414834
360,2009.6710704764728
361,2026.7459033759576
362,2022.8377683953986
363,2034.9384466553884
364,2031.1907193651164
365,2026.861721293641
366,2043.9503570973875
367,2040.3693668584076
368,2029.0673602148045
369,2026.1604943945326
370,2046.3681336797088
371,2068.744904404083
372,2089.434708763033
373,2092.7710591068044
374,2106.530817597572
375,2106.93919795
376,2117.279677656016
377,2136.7315809756133
378,2150.1243394796943
379,2163.135928905013
380,2158.120873088189
381,2176.5610160180895
382,2192.4602560568524
383,2187.746570579406
384,2178.723527036736
385,2172.068196014164
386,2162.0868645738046
387,2163.956937701695
388,2185.6038107703343
389,2184.019248767619
390,2180.247350045038
391,2185.9698068946345
392,2204.6891185324903
393,2215.775984181606
394,2234.2524322423965
395,2229.9169389836843
396,2245.173092537228
397,2269.6406195227382
398,2289.152753355603
399,2312.378577827272
400,2318.3938571707204
401,2326.278021233449
402,2315.5852452491645
403,2335.1044552496237
404,2352.8767809730584
405,2368.264178882216
406,2390.84238737094
407,2411.565443314786
408,2435.946134722237
409,2455.523556147943
410,2474.998392921634
411,2482.8084006872873
412,2468.1863843681044
413,2455.5834991042557
414,2471.214485565678
415,2460.273640429238
416,2468.1587783488576
417,2467.581369565524
418,2487.0378991768625
419,2509.186324707936
420,2519.5242753781886
421,2530.423843516662
422,2547.6213873492743
423,2571.38274994869
424,2589.680596118167
425,2585.5553510619875
426,2600.703794446106
427,2620.354167069325
428,2616.360295893702
429,2636.3151814673593
430,2650.2809893118765
431,2655.7558084534508
432,2664.842510880554
433,2688.5970383129343
434,2712.2271094567645
435,2724.057206820999
436,2732.6438341561175
437,2728.5490198723955
438,2754.159124063274
439,2769.954789165159
440,2783.792241080281
441,2805.413837556938
442,2814.2900161940297
443,2832.3085211697794
444,2854.562435309868
445,2861.49051002897
446,2850.1411112690353
447,2856.5846030032053
448,2860.9926917137573
449,2867.86026838207
450,2879.313574601533
451,2886.155569082321
452,2894.633279785601
453,2912.2367513816826
454,2924.9846608527128
455,2946.854677194352
456,2959.857297494927
457,2977.6503875134763
458,2991.5851616587997
459,3007.959160962854
460,3022.320892473572
461,3011.215581887645
462,3025.3385749742324
463,3042.0395053341404
464,3063.000388790534
465,3072.2130479737934
466,3077.405684293445
467,3091.8951896445064
468,3087.233168632622
469,3092.3270382402857
470,3113.7220596362727
471,3116.4298358422416
472,3132.566443659267
473,3152.64013545783
474,3166.327380134804
475,3185.7959212178653
476,3204.1464650748835
477,3219.628389516436
478,3236.3799910460243
479,3250.4345108113657
480,3245.835614318789
481,3271.211991986905
482,3265.361701167135
483,3272.0396300765965
484,3295.7974559014415
485,3308.7879976671243
486,3332.2419392753472
487,3357.4526927777324
488,3352.2455212690634
489,3356.7632084518546
490,3357.07595486603
491,3344.562855636808
492,3355.8444934263252
493,3352.2585997734354
494,3365.3428022372063
495,3363.5057632235334
496,3378.4867375537833
497,3373.0116544390075
498,3378.4256876122417
499,3395.296479733522
500,3411.5306174721113
501,3436.4578645485726
502,3450.0637309900194
503,3445.0620139057937
504,3459.9267878118485
505,3465.105339616657
506,3461.1650286617055
507,3467.4429274802505
508,3451.0349406757687
509,3436.81669936817
510,3447.7701523384985
511,3463.6795719628053
512,3470.464106450253
513,3476.9884937690845
514,3496.3704945685945
515,3489.874184765662
516,3483.727470118434
517,3504.1736398800226
518,3505.329329670693
519,3525.884147627017
520,3549.1258922157276
521,3561.768821973795
522,3580.5168096663956
523,3574.5708010895005
524,3580.634009418158
525,3588.4961667288444
526,3584.4087540076166
527,3604.7613278949652
528,3613.5445393502223
529,3629.170844068795
530,3632.0999276990174
531,3619.013767469661
532,3631.808137461655
533,3625.2533401901396
534,3641.7717446312727
535,3663.7039005427446
536,3658.0318072387786
537,3674.3753057018935
538,3689.8482308931243
539,3703.2214238185666
540,3724.0658853545415
541,3745.096698703904
542,3759.471426209647
543,3765.196906920879
544,3779.2505636290653
545,3776.973147127448
546,3792.3831855543845
547,3814.8367093498837
548,3832.3646892689344
549,3853.304354360024
550,3870.53416725604
551,3881.7315247036236
552,3900.552029336258
553,3915.1904356035343
554,3934.3174512887003
555,3936.4651052021804
556,3956.5645681452734
557,3960.0426280449033
558,3975.4287435625447
559,3982.3881849627087
560,3997.0183412077176
561,3996.059792167519
562,4001.1850510829145
563,4014.9918214325753
564,4024.0693518511266
565,4038.9515707260284
566,4056.7327164488825
567,4061.369993020527
568,4068.4305025403764
569,4072.943296830963
570,4096.362062770929
571,4109.793349500292
572,4100.265635771001
573,4093.915308501741
574,4087.404068733102
575,4112.577108139764
576,4126.084857967073
577,4142.5189406156605
578,4158.030951578858
579,4162.857733618923
580,4168.457577364619
581,4162.835911357188
582,4163.268418526183
583,4182.52951759394
584,4205.743337552498
585,4221.473033256606
586,4217.3597958448145
587,4202.884204136248
588,4211.226708054831
589,4231.694882956823
590,4225.596241824776
591,4241.147547172943
592,4234.669188846256
593,4257.017978846384
594,4263.574203519898
595,4279.301863567407
596,4273.332571501048
597,4285.187401674386
598,4294.382470727947
599,4288.192574949181
600,4307.349134131007
601,4313.493683915981
602,4301.438292298052
603,4296.159945619236
604,4303.825554333712
605,4310.259544348738
606,4323.086967146749
607,4325.501182141663
608,4324.716053967494
609,4346.3292103320155
610,4367.679449280668
611,4389.831350610918
612,4400.231116446247
613,4397.666273650213
614,4392.352409427688
615,4405.68571653827
616,4410.717632223403
617,4436.045913270149
618,4451.883106479356
619,4442.548979305766
620,4463.270908030209
621,4483.046051537294
622,4498.460947939635
623,4491.040507915021
624,4498.023857031567
625,4502.265632485455
626,4525.953900268455
627,4541.720618103966
628,4544.554576558142
629,4539.074791805374
630,4548.0007453553135
631,4542.726222388046
632,4538.288022947619
633,4543.819930979252
634,4529.731556594972
635,4544.402459841234
636,4543.571794419065
637,4538.216272718115
638,4544.024978148129
639,4548.9864638338295
640,4560.339499449121
641,4570.253734828067
642,4574.330575407464
643,4582.934928913377
644,4576.96012105608
645,4583.146594557842
646,4607.741609257954
647,4593.5383920436
648,4598.443066394353
649,4600.467452813363
650,4594.993871963545
651,4616.695023910914
652,4627.807065664985
653,4642.159978140748
654,4653.754142294749
655,4656.979082262514
656,4673.891237944067
657,4690.5012301787
658,4702.098117943297
659,4696.031606513629
660,4696.058566895411
661,4702.481089892196
662,4689.975948212923
663,4712.181502169627
664,4736.182164980502
665,4751.76576506189
666,4739.058710722608
667,4741.323227921049
668,4758.641039175451
669,4774.378043606746
670,4767.81531272366
671,4792.759349298644
672,4810.75832391749
673,4827.8068581983325
674,4818.282360630117
675,4812.2252501584535
676,4798.609402469043
677,4819.20885289542
678,4828.854262026299
679,4839.612687543958
680,4858.327228521296
681,4870.229198653357
682,4864.285049660621
683,4851.596277892284
684,4837.9663864669155
685,4842.3869652820995
686,4832.204528036456
687,4829.747554742813
688,4838.871492580614
689,4833.461880070974
690,4837.191395268542
691,4825.9728240664945
692,4844.305340176103
693,4862.822519831679
694,4859.387685297804
695,4865.748654267767
696,4866.265472001476
697,4861.5366444040865
698,4881.777205438773
699,4875.654754116886
700,4897.862020322566
701,4922.737529207493
702,4918.348689717228
703,4930.497757476713
704,4953.103590882696
705,4958.385937132141
706,4974.540815755885
707,4967.971435030382
708,4983.21703589414
709,4996.614979118903
710,5008.702708031404
711,5013.934659406068
712,5031.414869146774
713,5024.910732342739
714,5018.209358694344
715,5012.112185990938
716,5017.00437383738
717,5022.772486441319
718,5040.86339346548
719,5066.205997907052
720,5083.745575690716
721,5101.866221716018
722,5106.385932973532
723,5121.460761676321
724,5143.2178300565065
725,5129.966776766429
726,5132.092862704125
727,5149.250024323954
728,5170.700169154675
729,5192.345763673887
730,5207.4486346498325
731,5201.222776407421
732,5207.319878070922
733,5203.033659190212
734,5218.137229263821
735,5239.649096210451
736,5244.298602919104
737,5237.074081991489
738,5239.17051186793
739,5231.20826602843
740,5221.867706645115
741,5236.175554948777
742,5238.0736560700125
743,5253.14134032879
744,5246.931862811377
745,5240.421018586105
746,5242.942709792042
747,5261.598758861913
748,5277.72730479505
749,5275.471239861127
750,5280.94279462636
751,5291.275065308909
752,5294.796637360278
753,5311.8351072589085
754,5305.229996080038
755,5319.789138546393
756,5315.238674691228
757,5335.100964724708
758,5359.096421859516
759,5372.387064004624
760,5366.26784161081
761,5382.018063057604
762,5384.210783112724
763,5385.870295801366
764,5380.362084004688
765,5387.5748818759475
766,5399.9551319683815
767,5402.448759787502
768,5407.176390651494
769,5426.186027198978
770,5425.835272050832
771,5430.865004247949
772,5436.32889263333
773,5439.62637716216
774,5458.453321977838
775,5472.844980277256
776,5467.200840407344
777,5473.326465778306
778,5467.344849625511
779,5463.549810091111
780,5474.2551053515335
781,5486.01381265781
782,5503.341408537155
783,5508.255744573543
784,5516.380175561916
785,5530.791624622796
786,5538.368393328944
787,5550.5126111173395
788,5551.34400171647
789,5559.758157734349
790,5557.379893148174
791,5562.548135931191
792,5577.984026632196
793,5572.793078943322
794,5573.696574755744
795,5568.149258882788
796,5570.541280171341
797,5570.249471390866
798,5571.761901759863
799,5590.608160383263
800,5594.7223412741905
801,5609.144769813288
802,5607.881669682445
803,5614.002135645713
804,5617.675325766307
805,5612.833033755995
806,5608.171294136364
807,5622.566396152367
808,5627.013481658358
809,5629.9309398861315
810,5629.599033024697
811,5633.6110395519845
812,5637.6101838012455
813,5631.5167497522425
814,5651.555162566659
815,5645.482558947181
816,5632.273763226036
817,5626.562542071409
818,5631.532518066458
819,5634.705745937864
820,5650.686427900785
821,5669.803205962465
822,5673.04650006782
823,5691.7438365979215
824,5698.250704828838
825,5710.617225497786
826,5705.402356303852
827,5710.013809833271
828,5721.2224383417315
829,5727.387969427998
830,5741.731406803869
831,5736.130753340622
